,address,end_time,forestry,municipality,start_time,area
7417,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΝΕΑΣ ΚΑΡΥΑΣ,2018-06-06 20:44:00,ΚΑΒΑΛΑΣ,Δ. ΝΕΣΤΟΥ,2018-06-06 20:03:00,0.1
7418,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΝΕΟΥ ΞΕΡΙΑ,2018-06-06 22:25:00,ΚΑΒΑΛΑΣ,Δ. ΝΕΣΤΟΥ,2018-06-06 21:50:00,0.03
7419,ΦΤΕΛΙΑ,2018-06-06 15:30:00,ΔΡΑΜΑΣ,Δ. ΔΟΞΑΤΟΥ,2018-06-06 14:25:00,0.5
7420,ΔΑΣΙΚΗ ΠΕΡΙΟΧΗ ΑΙΣΥΜΗΣ,2018-06-06 21:55:00,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,Δ. ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,2018-06-06 17:20:00,1.5
7421,ΑγροτικηΠεριοχη Κηπων,,,Δ. ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,2018-06-06 12:50:00,3.0
7422,ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΡΙΖΙΩΝ,2018-06-06 15:30:00,ΔΙΔ/ΧΟΥ,Δ. ΟΡΕΣΤΙΑΔΑΣ,2018-06-06 14:30:00,4.0
7423,ΠΛΗΣΙΟΝ ΝΗΣΟΥ ΑΓ. ΒΑΣΙΛΕΙΟΥ - ΧΙΛΑΝΔΑΡΙ,,,Δ. ΑΓΙΟΝ ΟΡΟΣ,2018-06-06 13:23:00,6.0
7424,Αγιος Αθανασιος,2018-06-06 16:00:00,Πιεριας,Δ. ΚΑΤΕΡΙΝΗΣ,2018-06-06 15:30:00,7.0
7425,Τ.Κ ΒΟΒΟΥΣΑΣ,2018-06-06 17:25:00,ΜΕΤΣΟΒΟΥ,Δ. ΖΑΓΟΡΙΟΥ,2018-06-06 07:50:00,0.1
7426,ΑΓΝΑΝΤΕΡΗ,2018-06-06 19:15:00,ΛΑΡΙΣΑΣ,Δ. ΚΙΛΕΛΕΡ,2018-06-06 15:45:00,4.0
7427,ΓΛΑΥΚΗ,2018-06-06 17:55:00,ΛΑΡΙΣΑΣ,Δ. ΚΙΛΕΛΕΡ,2018-06-06 17:05:00,1.0
7428,ΛΑΡΙΣΑ,2018-06-06 19:00:00,ΛΑΡΙΣΑΣ,Δ. ΛΑΡΙΣΑΙΩΝ,2018-06-06 17:05:00,53.0
