address,agricultural_area_burned,airplanes_cl215,airplanes_cl415,airplanes_gru,airplanes_pzl,army,crop_residue_area_burned,dumping_ground_area_burned,end_time,firefighters,fire_station,fire_trucks,forest_area_burned,forestry,grove_area_burned,helicopters,local_authorities_vehicles,location,low_vegetation_area_burned,machinery,municipality,other_firefighters,prefecture,start_time,swamp_area_burned,volunteers,water_tank_trucks,wildland_crew,woodland_area_burned
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΧΑΛΚΗΔΟΝΑΣ,0.0,0,0,0,0,0,0.0,0.0,2018-11-09 19:08:00,2,Π.Υ. ΓΙΑΝΝΙΤΣΩΝ,1,0.0,ΘΕΣΣΑΛΟΝΙΚΗΣ,0.0,0,0,ΧΑΛΚΗΔΩΝΑ,0.1,0,Δ. ΧΑΛΚΗΔΟΝΟΣ,0,ΘΕΣΣΑΛΟΝΙΚΗΣ,2018-11-09 18:30:00,0.0,0,0,0,0.0
Αγ.Γεωργιος,0.0,0,0,0,0,0,0.0,0.6,2018-11-09 20:00:00,4,Π.Κ. ΚΟΛΙΝΔΡΟΥ,2,0.0,Πιεριας,0.0,0,0,ΑΙΓΙΝΙΟ,0.0,0,Δ. ΠΥΔΝΑΣ-ΚΟΛΙΝΔΡΟΥ,0,ΠΙΕΡΙΑΣ,2018-11-09 18:35:00,0.0,0,0,0,0.0
ΚΑΛΑΜΙΤΣΙ,0.1,0,0,0,0,0,0.0,0.0,2018-11-09 23:10:00,2,Π.Υ. ΛΕΥΚΑΔΑΣ,1,0.0,ΛΕΥΚΑΔΑΣ,0.0,0,0,ΚΑΛΑΜΙΤΣΙ,0.0,0,Δ. ΛΕΥΚΑΔΟΣ,0,ΛΕΥΚΑΔΟΣ,2018-11-09 21:20:00,0.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ Ν. ΣΙΔΗΡΟΧΩΡΙΟΥ,0.0,0,0,0,0,0,0.0,0.0,2018-11-10 13:00:00,2,Π.Υ. ΚΟΜΟΤΗΝΗΣ,1,0.0,Δ/ΝΣΗ ΔΑΣΩΝ Ν. ΡΟΔΟΠΗΣ,0.0,0,0,,0.0,0,Δ. ΚΟΜΟΤΗΝΗΣ,0,ΡΟΔΟΠΗΣ,2018-11-10 09:40:00,30.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΠΟΡΠΗΣ,0.0,0,0,0,0,0,0.0,0.0,2018-11-10 12:15:00,4,Π.Υ. ΚΟΜΟΤΗΝΗΣ,2,0.0,Δ/ΝΣΗ ΔΑΣΩΝ Ν. ΡΟΔΟΠΗΣ,0.0,0,0,,1.5,0,Δ. ΚΟΜΟΤΗΝΗΣ,0,ΡΟΔΟΠΗΣ,2018-11-10 11:00:00,0.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΜΕΛΕΤΗΣ,0.0,0,0,0,0,0,0.0,0.0,2018-11-10 18:33:00,2,Π.Υ. ΚΟΜΟΤΗΝΗΣ,1,0.0,Δ/ΝΣΗ ΔΑΣΩΝ Ν. ΡΟΔΟΠΗΣ,0.0,0,0,,0.1,0,Δ. ΙΑΣΜΟΥ,0,ΡΟΔΟΠΗΣ,2018-11-10 18:00:00,0.0,0,0,0,0.0
Δ.Δ. ΚΡΗΝΙΔΩΝ ΚΑΒΑΛΑΣ,0.0,0,0,0,0,0,0.5,0.0,2018-11-10 12:38:00,2,Π.Υ. ΚΑΒΑΛΑΣ,1,0.0,ΚΑΒΑΛΑΣ,0.0,0,0,,0.0,0,Δ. ΚΑΒΑΛΑΣ,0,ΚΑΒΑΛΑΣ,2018-11-10 11:49:00,0.0,0,0,0,0.0
ΧΟΡΤΟΚΟΠΙ,0.5,0,0,0,0,0,0.0,0.0,2018-11-10 14:15:00,1,Π.Υ. ΕΛΕΥΘΕΡΟΥΠΟΛΗΣ,1,0.0,ΚΑΒΑΛΑΣ,0.0,0,0,,0.0,0,Δ. ΠΑΓΓΑΙΟΥ,0,ΚΑΒΑΛΑΣ,2018-11-10 13:09:00,0.0,0,0,0,0.0
6ο ΧΛΜ ΔΡΑΜΑ-ΠΡΟΣΟΤΣΑΝΗ,0.0,0,0,0,0,0,0.0,0.0,2018-11-10 13:40:00,3,Π.Υ. ΔΡΑΜΑΣ,1,0.0,ΔΡΑΜΑΣ,0.0,0,0,,2.0,0,Δ. ΔΡΑΜΑΣ,0,ΔΡΑΜΑΣ,2018-11-10 18:05:00,0.0,0,0,0,0.0
ΧΩΡΙΟ ΔΙΟΜΗΔΕΙΑ,0.0,0,0,0,0,0,0.0,0.0,2018-11-10 15:40:00,3,Π.Υ. ΞΑΝΘΗΣ,1,0.0,ΞΑΝΘΗΣ,0.0,0,0,ΔΙΟΜΗΔΕΙΑ,0.1,0,Δ. ΑΒΔΗΡΩΝ,0,ΞΑΝΘΗΣ,2018-11-10 15:20:00,0.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΛΕΥΚΟΠΕΤΡΑΣ,0.0,0,0,0,0,0,0.0,0.0,2018-11-10 19:45:00,3,Π.Υ. ΞΑΝΘΗΣ,1,0.0,ΞΑΝΘΗΣ,0.0,0,0,,0.01,0,Δ. ΑΒΔΗΡΩΝ,0,ΞΑΝΘΗΣ,2018-11-10 19:15:00,0.0,0,0,0,0.0
ΑΚΤΗ ΣΑΛΟΝΙΚΙΟΥ,1.5,0,0,0,0,0,0.0,0.0,,10,Π.Κ. ΝΕΟΥ ΜΑΡΜΑΡΑ,5,0.0,,0.0,0,0,,0.0,0,Δ. ΣΙΘΩΝΙΑΣ,0,ΧΑΛΚΙΔΙΚΗΣ,2018-11-10 14:30:00,0.0,0,0,0,2.0
ΑΓΡ. ΠΕΡ. ΣΙΡΑΚΙΟ,0.0,0,0,0,0,0,2.0,0.0,2018-11-10 13:20:00,2,Π.Υ. ΚΙΛΚΙΣ,1,0.0,ΚΙΛΚΙΣ,0.0,0,0,,0.0,0,Δ. ΠΑΙΟΝΙΑΣ,0,ΚΙΛΚΙΣ,2018-11-10 11:35:00,0.0,0,0,0,0.0
ΑΓΡ. ΠΕΡ. ΓΑΛΛΙΚΟΣ,0.0,0,0,0,0,0,10.0,0.0,,6,Π.Υ. ΚΙΛΚΙΣ,3,0.0,ΚΙΛΚΙΣ,0.0,0,0,ΓΑΛΛΙΚΟΣ,10.0,0,Δ. ΚΙΛΚΙΣ,0,ΚΙΛΚΙΣ,2018-11-10 14:15:00,0.0,0,0,0,0.0
ΝΕΑ ΔΗΜΗΤΡΑ - ΚΙΛΚΙΣ,0.0,0,0,0,0,0,0.0,0.0,2018-11-10 16:45:00,4,Π.Υ. ΚΙΛΚΙΣ,2,0.0,ΚΙΛΚΙΣ,0.0,0,0,,0.0,0,Δ. ΚΙΛΚΙΣ,0,ΚΙΛΚΙΣ,2018-11-10 16:20:00,3.0,0,0,0,0.0
ΑΓΡ. ΠΕΡ. ΝΕΟ ΑΓΙΟΝΕΡΙ,0.0,0,0,0,0,0,10.0,0.0,2018-11-10 17:50:00,2,Π.Υ. ΚΙΛΚΙΣ,1,0.0,ΚΙΛΚΙΣ,0.0,0,0,ΝΕΟ ΑΓΙΟΝΕΡΙ,0.0,0,Δ. ΚΙΛΚΙΣ,0,ΚΙΛΚΙΣ,2018-11-10 16:50:00,0.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΠΟΝΤΟΗΡΑΚΛΕΙΑΣ,0.0,0,0,0,0,0,0.0,0.0,2018-11-10 14:15:00,2,Π.Υ. ΒΙ.ΠΕ. ΚΙΛΚΙΣ,1,0.0,ΚΙΛΚΙΣ,0.0,0,0,ΠΟΝΤΟΗΡΑΚΛΕΙΑ,0.0,0,Δ. ΠΑΙΟΝΙΑΣ,0,ΚΙΛΚΙΣ,2018-11-10 13:10:00,2.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΗΛΙΟΛΟΥΣΤΟΥ,5.0,0,0,0,0,0,0.0,0.0,2018-11-10 17:10:00,2,Π.Υ. ΒΙ.ΠΕ. ΚΙΛΚΙΣ,1,0.0,ΚΙΛΚΙΣ,0.0,0,0,ΗΛΙΟΛΟΥΣΤΟ,0.0,0,Δ. ΚΙΛΚΙΣ,0,ΚΙΛΚΙΣ,2018-11-10 16:00:00,0.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΓΙΑΝΝΤΣΩΝ,0.0,0,0,0,0,0,0.0,0.0,2018-11-10 11:48:00,2,Π.Υ. ΓΙΑΝΝΙΤΣΩΝ,1,0.0,ΕΔΕΣΣΑΣ,0.0,0,0,ΓΙΑΝΝΙΤΣΑ,0.1,0,Δ. ΠΕΛΛΑΣ,0,ΠΕΛΛΑΣ,2018-11-10 11:19:00,0.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΠΕΝΤΑΠΛΑΤΑΝΟΥ,0.0,0,0,0,0,0,0.0,0.0,2018-11-10 15:15:00,4,Π.Υ. ΓΙΑΝΝΙΤΣΩΝ,2,0.0,ΕΔΕΣΣΑΣ,0.0,0,0,ΓΙΑΝΝΙΤΣΑ,0.5,0,Δ. ΠΕΛΛΑΣ,0,ΠΕΛΛΑΣ,2018-11-10 14:20:00,0.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΚΟΥΦΑΛΙΩΝ,0.0,0,0,0,0,0,0.0,0.0,2018-11-10 19:07:00,2,Π.Υ. ΓΙΑΝΝΙΤΣΩΝ,1,0.0,ΘΕΣΣΑΛΟΝΙΚΗΣ,0.0,0,0,ΚΟΥΦΑΛΙΑ,0.0,0,Δ. ΧΑΛΚΗΔΟΝΟΣ,0,ΘΕΣΣΑΛΟΝΙΚΗΣ,2018-11-10 17:42:00,2.0,0,0,0,0.0
Τ.Κ. ΑΕΤΟΣ,0.0,0,0,0,0,0,0.0,0.0,2018-11-10 19:58:00,2,Π.Κ. ΦΙΛΙΑΤΩΝ,1,0.0,ΘΕΣΠΡΩΤΙΑΣ,0.0,0,0,,0.1,0,Δ. ΦΙΛΙΑΤΩΝ,0,ΘΕΣΠΡΩΤΙΑΣ,2018-11-10 18:05:00,0.0,0,0,0,0.0
Τ.Κ ΜΠΑΤΑΝΑΣΣΑΣ,0.0,0,0,0,0,0,0.0,0.0,,3,Π.Υ. ΦΙΛΛΙΠΙΑΔΑΣ,1,0.0,,0.0,0,0,,0.0,0,,0,ΠΡΕΒΕΖΗΣ,2018-11-10 18:10:00,0.0,0,0,0,0.05
ΑΜΠΕΛΩΝΑΣ,0.0,0,0,0,0,0,2.0,0.0,2018-11-10 13:45:00,2,1ος  Π.Σ. ΛΑΡΙΣΑΣ,1,0.0,ΛΑΡΙΣΑΣ,0.0,0,0,,0.0,0,Δ. ΤΥΡΝΑΒΟΥ,0,ΛΑΡΙΣΑΣ,2018-11-10 12:20:00,0.0,0,0,0,0.0
ΧΑΝΙ ΜΟΙΡΑΛΙ,1.0,0,0,0,0,0,0.0,0.0,2018-11-10 18:35:00,7,Π.Κ. ΧΑΛΑΝΔΡΙΤΣΑΣ,4,0.0,ΠΑΤΡΩΝ,0.0,0,0,,0.0,0,Δ. ΕΡΥΜΑΝΘΟΥ,0,ΑΧΑΙΑΣ,2018-11-10 16:37:00,0.0,0,0,0,0.0
ΙΠΠΟΚΑΜΗΛΟΣ,0.0,0,0,0,0,0,0.0,0.0,2018-11-10 18:30:00,4,Π.Υ. ΒΙ.ΠΕ. ΠΑΤΡΩΝ,2,0.0,ΠΑΤΡΩΝ,0.0,0,0,ΣΑΓΑΙΙΚΑ,0.5,0,Δ. ΔΥΤΙΚΗΣ ΑΧΑΪΑΣ,0,ΑΧΑΙΑΣ,2018-11-10 14:50:00,0.0,0,0,0,6.5
ΑΓ.ΑΙΜΙΛΙΑΝΟΣ,0.0,0,0,0,0,0,0.0,0.0,,2,Π.Κ. ΚΡΑΝΙΔΙΟΥ,1,0.0,,0.0,0,0,,0.0,0,Δ. ΕΡΜΙΟΝΙΔΑΣ,0,ΑΡΓΟΛΙΔΟΣ,2018-11-10 12:20:00,0.0,0,0,0,0.1
"ΜΕΤΟΧΙ, ΤΚ ΑΕΤΟΥ",0.0,0,0,0,0,0,0.0,0.0,2018-11-10 18:20:00,2,Π.Κ. ΚΑΡΥΣΤΟΥ,1,0.0,ΑΛΙΒΕΡΙΟΥ,0.0,0,0,ΑΕΤΟΣ,1.0,0,Δ. ΚΑΡΥΣΤΟΥ,0,ΕΥΒΟΙΑΣ,2018-11-10 17:35:00,0.0,0,0,0,0.0
ΑΡΓΥΡΑΔΕΣ,0.0,0,0,0,0,0,0.0,0.0,2018-11-10 15:00:00,2,Π.Κ. ΑΡΓΥΡΑΔΩΝ,1,0.0,,0.0,0,0,,0.1,0,Δ. ΚΕΡΚΥΡΑΣ,0,ΚΕΡΚΥΡΑΣ,2018-11-10 14:00:00,0.0,0,0,0,0.0
ΚΑΛΑΜΑΚΙ,0.0,0,0,0,0,0,0.2,0.0,2018-11-10 16:50:00,4,Π.Υ. ΖΑΚΥΝΘΟΥ,2,0.0,,0.0,0,0,,0.0,0,Δ. ΖΑΚΥΝΘΟΥ,0,ΖΑΚΥΝΘΟΥ,2018-11-10 15:50:00,0.0,0,0,0,0.0
ΠΡΟΦΗΤΗΣ ΗΛΙΑΣ,0.0,0,0,0,0,0,0.0,0.0,2018-11-11 15:30:00,4,Π.Υ. ΚΟΜΟΤΗΝΗΣ,1,0.0,Δ/ΝΣΗ ΔΑΣΩΝ Ν. ΡΟΔΟΠΗΣ,0.0,0,0,,1.0,0,Δ. ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,0,ΡΟΔΟΠΗΣ,2018-11-11 12:00:00,0.0,0,0,0,0.0
ΑΙΓΕΙΡΟΣ,0.0,0,0,0,0,0,0.0,0.0,2018-11-11 19:05:00,2,Π.Υ. ΚΟΜΟΤΗΝΗΣ,1,0.0,Δ/ΝΣΗ ΔΑΣΩΝ Ν. ΡΟΔΟΠΗΣ,0.0,0,0,,3.0,0,Δ. ΚΟΜΟΤΗΝΗΣ,0,ΡΟΔΟΠΗΣ,2018-11-11 18:00:00,0.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΚΑΛΛΙΘΕΑΣ,0.3,0,0,0,0,0,0.0,0.0,2018-11-11 17:40:00,3,Π.Υ. ΒΙ.ΠΕ. ΚΟΜΟΤΗΝΗΣ,1,0.0,,0.0,0,0,,3.0,0,Δ. ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,0,ΡΟΔΟΠΗΣ,2018-11-11 17:09:00,0.0,0,0,0,0.0
ΠΕΡΙΘΩΡΙ,30.0,0,0,0,0,0,0.0,0.0,2018-11-11 20:25:00,4,Π.Κ. ΝΕΥΡΟΚΟΠΙΟΥ,2,0.0,Κ.ΝΕΥΡΟΚΟΠΙΟΥ,0.0,0,0,,0.0,0,Δ. ΚΑΤΩ ΝΕΥΡΟΚΟΠΙΟΥ,0,ΔΡΑΜΑΣ,2018-11-11 17:30:00,0.0,0,0,0,0.0
ΠΗΓΑΔΙΑ ΞΑΝΘΗΣ,0.05,0,0,0,0,0,0.0,0.0,2018-11-11 11:00:00,3,Π.Υ. ΞΑΝΘΗΣ,1,0.0,ΞΑΝΘΗΣ,0.0,0,0,ΠΗΓΑΔΙΑ,0.0,0,Δ. ΑΒΔΗΡΩΝ,0,ΞΑΝΘΗΣ,2018-11-11 10:34:00,0.0,0,0,0,0.0
ΠΑΡΑΛΙΑ ΑΒΔΗΡΩΝ,10.0,0,0,0,0,0,50.0,0.0,2018-11-11 18:00:00,2,Π.Υ. ΞΑΝΘΗΣ,1,0.0,ΞΑΝΘΗΣ,0.0,0,0,ΑΒΔΗΡΑ,0.0,0,Δ. ΑΒΔΗΡΩΝ,0,ΞΑΝΘΗΣ,2018-11-11 16:59:00,0.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΚΑΝΑΔΑ,0.0,0,0,0,0,0,0.0,0.0,2018-11-11 16:40:00,2,Π.Κ. ΔΙΚΑΙΩΝ,1,0.0,ΔΙΔ/ΧΟΥ,0.0,0,0,,0.5,0,Δ. ΟΡΕΣΤΙΑΔΑΣ,0,ΕΒΡΟΥ,2018-11-11 14:30:00,0.0,0,0,0,0.0
ΑΓΡΟΤ. ΠΡΙΟΧΗ Δ.Δ. ΕΛΛΗΝΟΧΩΡΙΟΥ,0.0,0,0,0,0,0,0.0,0.0,2018-11-11 01:00:00,2,Π.Υ. ΔΙΔΥΜΟΤΕΙΧΟΥ,1,0.0,ΔΙΔΥΜΟΤΕΙΧΟΥ,0.0,0,0,ΕΛΛΗΝΟΧΩΡΙ,0.5,0,Δ. ΔΙΔΥΜΟΤΕΙΧΟΥ,0,ΕΒΡΟΥ,2018-11-11 00:21:00,0.0,0,0,0,0.0
ΑΓΡ. ΠΕΡ. ΓΕΦΥΡΑΣ,1.0,0,0,0,0,0,0.0,0.0,2018-11-12 20:00:00,6,6ος  Π.Σ. ΘΕΣΣΑΛΟΝΙΚΗΣ,2,0.0,ΘΕΣΣΑΛΟΝΙΚΗ,0.0,0,0,,10.0,0,Δ. ΧΑΛΚΗΔΟΝΟΣ,0,ΘΕΣΣΑΛΟΝΙΚΗΣ,2018-11-11 17:54:00,0.0,0,0,0,0.0
ΟΡΜΥΛΙΑ,0.0,0,0,0,0,0,1.0,0.0,,3,Π.Υ. ΠΟΛΥΓΥΡΟΥ,2,0.0,,0.0,0,0,,0.0,0,Δ. ΠΟΛΥΓΥΡΟΥ,0,ΧΑΛΚΙΔΙΚΗΣ,2018-11-11 10:45:00,1.0,0,0,0,0.0
ΝΕΑ ΤΕΝΕΔΟΣ,2.5,0,0,0,0,0,8.0,0.0,,2,Π.Υ. ΠΟΛΥΓΥΡΟΥ,1,0.0,,0.0,0,0,,0.0,0,Δ. ΝΕΑΣ ΠΡΟΠΟΝΤΙΔΑΣ,0,ΧΑΛΚΙΔΙΚΗΣ,2018-11-11 15:05:00,0.0,0,0,0,0.0
ΑΓΡ. ΠΕΡ. ΖΑΧΑΡΑΤΟ - ΤΕΡΠΥΛΛΟΣ,0.0,0,0,0,0,0,100.0,0.0,2018-11-11 17:50:00,8,Π.Υ. ΚΙΛΚΙΣ,5,0.0,ΚΙΛΚΙΣ,0.0,0,0,ΤΕΡΠΥΛΛΟΣ,50.0,0,Δ. ΚΙΛΚΙΣ,0,ΚΙΛΚΙΣ,2018-11-11 12:32:00,0.0,0,0,0,0.0
ΑΓΡ. ΠΕΡ .ΠΙΚΡΟΛΙΜΝΗΣ,0.0,0,0,0,0,0,10.0,0.0,2018-11-11 19:25:00,4,Π.Υ. ΚΙΛΚΙΣ,2,0.0,ΚΙΛΚΙΣ,0.0,0,0,,20.0,0,Δ. ΚΙΛΚΙΣ,0,ΚΙΛΚΙΣ,2018-11-11 14:25:00,5.0,0,0,0,0.0
ΑΓΡ. ΠΕΡ. ΤΕΡΠΥΛΛΟΥ,0.0,0,0,0,0,0,50.0,0.0,2018-11-11 16:32:00,0,Π.Υ. ΚΙΛΚΙΣ,0,0.0,ΚΙΛΚΙΣ,0.0,0,0,,20.0,0,Δ. ΚΙΛΚΙΣ,0,ΚΙΛΚΙΣ,2018-11-11 15:10:00,0.0,0,0,0,5.0
ΑΓΡ. ΠΕΡ. ΤΕΡΠΥΛΛΟΥ,0.0,0,0,0,0,0,20.0,0.0,2018-11-11 17:30:00,4,Π.Υ. ΚΙΛΚΙΣ,2,0.0,ΚΙΛΚΙΣ,0.0,0,0,,10.0,0,Δ. ΚΙΛΚΙΣ,0,ΚΙΛΚΙΣ,2018-11-11 16:05:00,0.0,0,0,0,4.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΚΑΣΤΑΝΙΩΝ,0.0,0,0,0,0,0,52.0,0.0,2018-11-11 19:36:00,6,Π.Υ. ΒΙ.ΠΕ. ΚΙΛΚΙΣ,3,0.0,ΚΙΛΚΙΣ,0.0,0,0,ΚΑΣΤΑΝΙΕΣ,15.0,0,Δ. ΚΙΛΚΙΣ,0,ΚΙΛΚΙΣ,2018-11-11 18:00:00,6.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΠΕΝΤΑΠΛΑΤΑΝΟΥ,4.0,0,0,0,0,0,0.0,0.0,2018-11-11 15:29:00,8,Π.Υ. ΓΙΑΝΝΙΤΣΩΝ,5,0.0,ΕΔΕΣΣΑΣ,0.0,0,0,ΓΙΑΝΝΙΤΣΑ,15.0,0,Δ. ΠΕΛΛΑΣ,0,ΠΕΛΛΑΣ,2018-11-11 13:10:00,0.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΓΙΑΝΝΙΤΣΩΝ,0.0,0,0,0,0,0,0.0,0.0,2018-11-11 14:44:00,2,Π.Υ. ΓΙΑΝΝΙΤΣΩΝ,1,0.0,ΕΔΕΣΣΑΣ,0.0,0,0,ΓΙΑΝΝΙΤΣΑ,0.5,0,Δ. ΠΕΛΛΑΣ,0,ΠΕΛΛΑΣ,2018-11-11 14:30:00,0.0,0,0,0,0.0
ΑΓΡΟΤΙΚΗ ΠΕΡΙΟΧΗ ΠΛΑΤΑΝΟΥ,0.0,0,0,0,0,0,0.0,0.0,2018-11-11 15:18:00,2,Π.Υ. ΑΛΕΞΑΝΔΡΕΙΑΣ,1,0.0,ΒΕΡΟΙΑΣ,0.0,0,0,ΠΛΑΤΑΝΟΣ,0.0,0,Δ. ΑΛΕΞΑΝΔΡΕΙΑΣ,0,ΗΜΑΘΙΑΣ,2018-11-11 11:42:00,4.0,0,0,0,0.0
Δημος Πυδνας Κολινδρου,0.0,0,0,0,0,0,0.0,0.0,2018-11-11 22:10:00,2,Π.Κ. ΚΟΛΙΝΔΡΟΥ,1,0.0,Κατερινη,0.0,0,0,ΜΕΘΩΝΗ,6.0,0,Δ. ΠΥΔΝΑΣ-ΚΟΛΙΝΔΡΟΥ,0,ΠΙΕΡΙΑΣ,2018-11-11 20:55:00,0.0,0,0,0,0.0
ΚΡΑΝΙΔΙΑ,0.0,0,0,0,0,0,0.0,0.0,,2,Π.Κ. ΣΕΡΒΙΩΝ,1,0.0,,0.0,0,0,,0.0,0,Δ. ΣΕΡΒΙΩΝ - ΒΕΛΒΕΝΤΟΥ,0,ΚΟΖΑΝΗΣ,2018-11-11 12:54:00,0.0,0,0,0,0.2
ΤΚ.ΜΕΣΟΒΟΥΝΟ,0.0,0,0,0,0,0,0.0,0.0,2018-11-15 14:45:00,65,Π.Υ. ΠΤΟΛΕΜΑΙΔΑΣ,20,5.0,ΚΟΖΑΝΗΣ,0.0,0,0,,0.0,0,Δ. ΕΟΡΔΑΙΑΣ,0,ΚΟΖΑΝΗΣ,2018-11-11 19:35:00,0.0,0,0,0,0.0
Τ.Κ ΤΡΙΠΟΤΑΜΟΥ,0.0,0,0,0,0,0,0.0,0.0,2018-11-11 19:45:00,5,Π.Υ. ΦΛΩΡΙΝΑΣ,2,0.0,ΔΝΣΗ ΔΑΣΩΝ ΦΛΩΡΙΝΑΣ,0.0,0,0,,10.0,0,Δ. ΦΛΩΡΙΝΑΣ,0,ΦΛΩΡΙΝΑΣ,2018-11-11 17:20:00,0.0,0,0,0,0.0
ΘΕΣΗ ΓΙΟΣΗΦΙΝΑ,0.0,0,0,0,0,0,0.0,0.0,2018-11-11 16:40:00,4,Π.Υ. ΚΟΝΙΤΣΑΣ,2,0.0,ΚΟΝΙΤΣΑΣ,0.0,0,0,ΚΟΝΙΤΣΑ,1.0,0,Δ. ΚΟΝΙΤΣΑΣ,0,ΙΩΑΝΝΙΝΩΝ,2018-11-11 14:35:00,0.0,0,0,0,0.0
ΓΡΑΜΜΕΝΙΤΣΑ,0.2,0,0,0,0,0,0.0,0.0,,2,Π.Υ. ΑΡΤΑΣ,1,0.0,ΑΡΤΑΣ,0.0,0,0,,0.0,0,Δ. ΑΡΤΑΙΩΝ,0,ΑΡΤΑΣ,2018-11-11 12:21:00,0.0,0,0,0,0.0
Τ.Κ. ΑΜΜΟΥΔΙΑΣ,0.0,0,0,0,0,0,0.0,0.0,,4,Π.Υ. ΠΑΡΓΑΣ,2,0.0,,0.0,0,0,ΑΜΜΟΥΔΙΑ,0.0,0,Δ. ΠΑΡΓΑΣ,0,ΠΡΕΒΕΖΗΣ,2018-11-11 14:19:00,2.0,0,0,0,0.0
ΙΠΠΟΚΑΜΗΛΟΣ,0.0,0,0,0,0,0,2.0,0.0,2018-11-11 00:59:00,4,Π.Υ. ΒΙ.ΠΕ. ΠΑΤΡΩΝ,2,0.0,ΠΑΤΡΩΝ,0.0,0,0,ΣΑΓΑΙΙΚΑ,0.0,0,Δ. ΔΥΤΙΚΗΣ ΑΧΑΪΑΣ,0,ΑΧΑΙΑΣ,2018-11-11 21:40:00,1.0,0,0,0,0.0
ΤΕΙ ΜΕΣΟΛΟΓΓΙΟΥ,5.0,0,0,0,0,0,0.0,0.0,2018-11-11 18:40:00,2,Π.Υ. ΜΕΣΟΛΟΓΓΙΟΥ,1,0.0,ΜΕΣΟΛΟΓΓΙΟΟΥ,0.0,0,0,ΜΕΣΟΛΟΓΓΙ,0.0,0,Δ. ΙΕΡΑΣ ΠΟΛΗΣ ΜΕΣΟΛΟΓΓΙΟΥ,0,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,2018-11-11 17:15:00,5.0,0,0,0,0.0
ΒΑΡΒΑΣΑΙΝΑ,0.0,0,0,0,0,0,0.0,0.0,,7,Π.Υ. ΠΥΡΓΟΥ,3,0.0,ΠΥΡΓΟΥ,0.0,0,0,,0.0,0,Δ. ΠΥΡΓΟΥ,0,ΗΛΕΙΑΣ,2018-11-11 12:45:00,1.0,0,0,0,0.0
ΜΥΡΤΙΑ,0.05,0,0,0,0,0,0.0,0.0,,3,Π.Υ. ΠΥΡΓΟΥ,1,0.0,ΠΥΡΓΟΥ,0.0,0,0,,0.0,0,Δ. ΠΥΡΓΟΥ,0,ΗΛΕΙΑΣ,2018-11-11 13:35:00,0.0,0,0,0,0.0
ΚΑΤΣΙΚΑΡΙ,6.0,0,0,0,0,0,0.0,0.0,,5,Π.Υ. ΠΥΡΓΟΥ,2,0.0,ΠΥΡΓΟΥ,0.0,0,0,,0.0,0,Δ. ΠΥΡΓΟΥ,0,ΗΛΕΙΑΣ,2018-11-11 15:25:00,0.0,0,0,0,0.0
ΑΝΕΜΟΧΩΡΙ,1.0,0,0,0,0,0,0.0,0.0,,4,Π.Υ. ΠΥΡΓΟΥ,2,0.0,ΟΛΥΜΠΙΑΣ,0.0,0,0,,0.0,0,Δ. ΠΥΡΓΟΥ,0,ΗΛΕΙΑΣ,2018-11-11 15:57:00,0.0,0,0,0,0.0
ΠΑΠΑΔΟΠΟΥΛΕΙΚΑ,0.0,0,0,0,0,0,0.0,0.0,2018-11-11 19:51:00,2,Π.Υ. ΛΕΧΑΙΝΩΝ,1,0.0,ΑΜΑΛΙΑΔΑΣ,0.0,0,0,ΚΟΥΡΤΕΣΙ,0.0,0,Δ. ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,0,ΗΛΕΙΑΣ,2018-11-11 18:40:00,1.0,0,0,0,0.0
